ID, COS (30)(Mg/ha) ,LATITUD,LONGITUD,año muestro,Referencia,PROVINCIA
Sainz -33.00655-61.43951,59.7,-33.00655,-61.43951,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -37.1276-61.46746,40.46,-37.1276,-61.46746,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.1276-61.46747,43.99,-37.1276,-61.46747,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.9215-61.482583,80.05,-35.9215,-61.482583,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.4258-61.48267,55.59,-33.4258,-61.48267,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.00284-61.48503,75.94,-31.00284,-61.48503,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.00282-61.48504,54.6,-31.00282,-61.48504,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.45068-61.48693,72.84,-31.45068,-61.48693,2010,Sainz Rozas et al. (2011),Santa Fe
DiMaur-32.007222-61.49,60.83,-32.007222,-61.49,2014,DiMauro et al. (2016),Santa Fe
Sainz -35.928333-61.490389,77.93,-35.928333,-61.490389,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.19874-61.4963,58.4,-31.19874,-61.4963,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.19873-61.49631,61.46,-31.19873,-61.49631,2011,Sainz Rozas et al. (2011),Santa Fe
Berhon-31.19748-61.49683,31.85,-31.19748,-61.49683,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-31.19748-61.49683,44.67,-31.19748,-61.49683,2008,"Berhongaray et al., (2013)",Santa Fe
Basant-31.20678-61.49886,45,-31.20678,-61.49886,2015,"Basanta y Villar, 2016",Santa Fe
DiMaur-34.2-61.5,50.41,-34.2,-61.5,2015,DiMauro et al. (2016),Santa Fe
DiMaur-34.2-61.5,46.75,-34.2,-61.5,2015,DiMauro et al. (2016),Santa Fe
Sainz -31.19871-61.50121,72.69,-31.19871,-61.50121,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.182639-61.504083,53.8,-33.182639,-61.504083,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -37.37687-61.51196,79.65,-37.37687,-61.51196,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-34.06203-61.5145,28.6,-34.06203,-61.5145,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-34.06203-61.5145,38.11,-34.06203,-61.5145,2008,"Berhongaray et al., (2013)",Santa Fe
Sainz -36.054806-61.5185,76.05,-36.054806,-61.5185,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.394611-61.522333,60.35,-35.394611,-61.522333,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.065194-61.522778,63.87,-36.065194,-61.522778,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.129633-61.535075,73.38,-35.129633,-61.535075,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.129633-61.535075,60.94,-35.129633,-61.535075,2010,Sainz Rozas et al. (2011),Buenos Aires
Berhon-36.27176-61.53892,61.35,-36.27176,-61.53892,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-36.27176-61.53892,81.33,-36.27176,-61.53892,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -32.47953-61.54134,56.16,-32.47953,-61.54134,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.47952-61.54134,49.58,-32.47952,-61.54134,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.41115-61.5429,66.5,-31.41115,-61.5429,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.41115-61.5429,77.41,-31.41115,-61.5429,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.13296-61.54717,52.48,-32.13296,-61.54717,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.79007-61.54741,50.41,-32.79007,-61.54741,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -36.4045-61.547556,61.68,-36.4045,-61.547556,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-38.54236-61.54767,60,-38.54236,-61.54767,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.25175-61.550111,51.83,-33.25175,-61.550111,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.252417-61.551889,67.76,-33.252417,-61.551889,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.81007-61.5524,45.27,-32.81007,-61.5524,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-38.53939-61.55308,60,-38.53939,-61.55308,2012,Andriulo et al. (2012),Buenos Aires
Sainz -38.77957-61.55379,45.43,-38.77957,-61.55379,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.77957-61.5538,25.01,-38.77957,-61.5538,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.69997-61.55669,68.55,-31.69997,-61.55669,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.785-61.55944,55.56,-32.785,-61.55944,2006,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Andriu-38.54514-61.56611,57,-38.54514,-61.56611,2012,Andriulo et al. (2012),Buenos Aires
Sainz -31.90762-61.59512,60.05,-31.90762,-61.59512,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.90759-61.59512,37.72,-31.90759,-61.59512,2011,Sainz Rozas et al. (2011),Santa Fe
DiMaur-34.17-61.6,59.03,-34.17,-61.6,2014,DiMauro et al. (2016),Santa Fe
Sainz -34.00209-61.60448,73.24,-34.00209,-61.60448,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.02273-61.60494,48.69,-34.02273,-61.60494,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.162256-61.607911,44.24,-34.162256,-61.607911,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.163614-61.608708,45.21,-34.163614,-61.608708,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -35.300906-61.615358,76.17,-35.300906,-61.615358,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.307111-61.616,44.47,-36.307111,-61.616,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.303197-61.621244,71.89,-35.303197,-61.621244,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-38.81808-61.62167,64.42,-38.81808,-61.62167,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.81294-61.62678,70.87,-38.81294,-61.62678,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.81389-61.62811,48.09,-38.81389,-61.62811,2012,Andriulo et al. (2012),Buenos Aires
Sainz -33.134278-61.628778,51.83,-33.134278,-61.628778,2010,Sainz Rozas et al. (2011),Santa Fe
Andriu-38.81161-61.62972,59.56,-38.81161,-61.62972,2012,Andriulo et al. (2012),Buenos Aires
Sainz -31.66686-61.64797,58.5,-31.66686,-61.64797,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.85509-61.65006,54.12,-33.85509,-61.65006,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.85505-61.65015,78.22,-33.85505,-61.65015,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -36.165917-61.651944,52.73,-36.165917,-61.651944,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-38.78917-61.65681,45.58,-38.78917,-61.65681,2012,Andriulo et al. (2012),Buenos Aires
Sainz -36.155056-61.668611,62.26,-36.155056,-61.668611,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -31.22981-61.6782,59.09,-31.22981,-61.6782,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.2296-61.67946,59.16,-31.2296,-61.67946,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -35.736556-61.698561,79.31,-35.736556,-61.698561,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.73725-61.699972,70.9,-35.73725,-61.699972,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.82052-61.70707,38.09,-34.82052,-61.70707,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.5706-61.70715,54.11,-33.5706,-61.70715,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.3823-61.7076,64.45,-33.3823,-61.7076,2011,Sainz Rozas et al. (2011),Santa Fe
DiMaur-31.18-61.71,46.2,-31.18,-61.71,2014,DiMauro et al. (2016),Santa Fe
DiMaur-31.18-61.71,45.2,-31.18,-61.71,2014,DiMauro et al. (2016),Santa Fe
DiMaur-31.18-61.71,44.6,-31.18,-61.71,2015,DiMauro et al. (2016),Santa Fe
DiMaur-31.18-61.71,52.23,-31.18,-61.71,2015,DiMauro et al. (2016),Santa Fe
Sainz -38.45001-61.71758,54.76,-38.45001,-61.71758,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.45001-61.71758,49.64,-38.45001,-61.71758,2011,Sainz Rozas et al. (2011),Buenos Aires
Carriz-33.883889-61.749444,56.83,-33.883889,-61.749444,2015,Carrizo (2015),Santa Fe
Salvag-32.4425-61.75417,49.65,-32.4425,-61.75417,2000,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -36.261417-61.760778,57.81,-36.261417,-61.760778,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.261417-61.760806,64.45,-36.261417,-61.760806,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.36109-61.76388,50.19,-33.36109,-61.76388,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.74599-61.76632,48.55,-32.74599,-61.76632,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.74626-61.7665,53.71,-32.74626,-61.7665,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -37.13-61.7841,66.26,-37.13,-61.7841,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.13-61.78414,72.92,-37.13,-61.78414,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -30.96816-61.78781,56.67,-30.96816,-61.78781,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -36.024583-61.788056,73.83,-36.024583,-61.788056,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.31455-61.788236,29.65,-36.31455,-61.788236,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.31455-61.788236,52.73,-36.31455,-61.788236,2010,Sainz Rozas et al. (2011),Buenos Aires
DiMaur-32.4-61.8,65.79,-32.4,-61.8,2014,DiMauro et al. (2016),Santa Fe
DiMaur-32.4-61.8,59.88,-32.4,-61.8,2014,DiMauro et al. (2016),Santa Fe
DiMaur-32.4-61.8,44.62,-32.4,-61.8,2015,DiMauro et al. (2016),Santa Fe
DiMaur-32.4-61.8,41,-32.4,-61.8,2015,DiMauro et al. (2016),Santa Fe
Sainz -34.617433-61.800417,82.03,-34.617433,-61.800417,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.854667-61.804694,68.19,-35.854667,-61.804694,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.10959-61.80695,52.73,-38.10959,-61.80695,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.10959-61.80695,61.42,-38.10959,-61.80695,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.42074-61.8161,57.02,-32.42074,-61.8161,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.42073-61.81615,63.23,-32.42073,-61.81615,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -36.648333-61.818889,42.32,-36.648333,-61.818889,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.6475-61.819028,37.12,-36.6475,-61.819028,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.55411-61.81909,45.6,-32.55411,-61.81909,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -37.44337-61.82269,64.5,-37.44337,-61.82269,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.44336-61.8227,68.96,-37.44336,-61.8227,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.181833-61.833833,68.31,-33.181833,-61.833833,2010,Sainz Rozas et al. (2011),Santa Fe
DiMaur-32.433333-61.86,57.21,-32.433333,-61.86,2014,DiMauro et al. (2016),Santa Fe
DiMaur-32.433333-61.86,55.11,-32.433333,-61.86,2015,DiMauro et al. (2016),Santa Fe
DiMaur-32.433333-61.86,49.2,-32.433333,-61.86,2015,DiMauro et al. (2016),Santa Fe
Sainz -37.6332-61.86738,56.72,-37.6332,-61.86738,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.6332-61.86738,113.81,-37.6332,-61.86738,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.185944-61.867861,68.63,-36.185944,-61.867861,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.185944-61.867861,53.91,-36.185944,-61.867861,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.95768-61.87595,81.44,-33.95768,-61.87595,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.95772-61.87602,68.56,-33.95772,-61.87602,2011,Sainz Rozas et al. (2011),Santa Fe
Salvag-32.41389-61.87944,48.66,-32.41389,-61.87944,2003,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Sainz -33.00642-61.87967,50.03,-33.00642,-61.87967,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -33.00689-61.87985,64.45,-33.00689,-61.87985,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -32.24932-61.89508,50.91,-32.24932,-61.89508,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.25973-61.89793,59.49,-32.25973,-61.89793,2011,Sainz Rozas et al. (2011),Santa Fe
Berhon-34.32763-61.89952,50.33,-34.32763,-61.89952,2008,"Berhongaray et al., (2013)",Santa Fe
Berhon-34.32763-61.89952,42.56,-34.32763,-61.89952,2008,"Berhongaray et al., (2013)",Santa Fe
DiMaur-32.45-61.9,53.39,-32.45,-61.9,2014,DiMauro et al. (2016),Santa Fe
Sainz -33.67188-61.90322,92.28,-33.67188,-61.90322,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.67195-61.90327,73.38,-33.67195,-61.90327,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -31.14613-61.91552,57.73,-31.14613,-61.91552,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -38.57308-61.91847,49.08,-38.57308,-61.91847,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.57309-61.91849,42.07,-38.57309,-61.91849,2011,Sainz Rozas et al. (2011),Buenos Aires
Salvag-32.4325-61.92278,59.51,-32.4325,-61.92278,2001,"Salvagiotti et al (2011, Ciencia del Suelo)",Santa Fe
Berhon-35.1699-61.95103,57.93,-35.1699,-61.95103,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-35.1699-61.95103,112.48,-35.1699,-61.95103,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -32.02046-61.95113,59.04,-32.02046,-61.95113,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.01974-61.95115,55.36,-32.01974,-61.95115,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -36.040417-61.958278,79.31,-36.040417,-61.958278,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.049389-61.965111,67.97,-36.049389,-61.965111,2010,Sainz Rozas et al. (2011),Buenos Aires
Andriu-33.18667-61.977,56.15,-33.18667,-61.977,2012,Andriulo et al. (2012),Córdoba
Sainz -33.189361-61.98175,42.64,-33.189361,-61.98175,2010,Sainz Rozas et al. (2011),Santa Fe
Andriu-33.18361-61.9825,50.71,-33.18361,-61.9825,2012,Andriulo et al. (2012),Córdoba
Andriu-33.18806-61.98389,49.39,-33.18806,-61.98389,2012,Andriulo et al. (2012),Córdoba
Berhon-38.31117-61.9898,81.24,-38.31117,-61.9898,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-38.31117-61.9898,87.43,-38.31117,-61.9898,2008,"Berhongaray et al., (2013)",Buenos Aires
Andriu-37.56853-62.004,69.87,-37.56853,-62.004,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.56853-62.004,39.82,-37.56853,-62.004,2012,Andriulo et al. (2012),Buenos Aires
Marell-32.71667-62.01,39.87,-32.71667,-62.01,2004,Marelli et al. (2006),Córdoba
Marell-32.71667-62.01,47.04,-32.71667,-62.01,2004,Marelli et al. (2006),Córdoba
Cazorl-32.71667-62.01,49.68,-32.71667,-62.01,2006,Cazorla Cristian 2012 (Tesis  Maestría UNRC),Córdoba
DiMaur-33.77-62.01,61.19,-33.77,-62.01,2014,DiMauro et al. (2016),Santa Fe
DiMaur-33.77-62.01,59.25,-33.77,-62.01,2014,DiMauro et al. (2016),Santa Fe
Andriu-37.57233-62.01189,74,-37.57233,-62.01189,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.5725-62.01589,64.8,-37.5725,-62.01589,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.5725-62.01589,65.43,-37.5725,-62.01589,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.56183-62.01683,66.65,-37.56183,-62.01683,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.56183-62.01683,85.38,-37.56183,-62.01683,2012,Andriulo et al. (2012),Buenos Aires
Sainz -34.21126-62.0242,34.84,-34.21126,-62.0242,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.79915-62.03137,48.34,-34.79915,-62.03137,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.79915-62.03138,46.4,-34.79915,-62.03138,2011,Sainz Rozas et al. (2011),Buenos Aires
Andriu-38.18953-62.03308,75.57,-38.18953,-62.03308,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.18953-62.03308,83.73,-38.18953,-62.03308,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.11833-62.03817,52.21,-38.11833,-62.03817,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.18006-62.04628,63.42,-38.18006,-62.04628,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.17758-62.04753,83.7,-38.17758,-62.04753,2012,Andriulo et al. (2012),Buenos Aires
Alejan-32.72-62.08,41.1,-32.72,-62.08,2002,Alejandro Costantini  2003 (tesis Doctoral),Córdoba
Alejan-32.72-62.08,57.87,-32.72,-62.08,2002,Alejandro Costantini  2003 (tesis Doctoral),Córdoba
Sainz -33.29933-62.08076,65.97,-33.29933,-62.08076,2011,Sainz Rozas et al. (2011),Córdoba
Andriu-38.13833-62.08136,67.7,-38.13833,-62.08136,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.13833-62.08136,79.12,-38.13833,-62.08136,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.10144-62.09306,70.17,-38.10144,-62.09306,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.02067-62.09458,74.54,-38.02067,-62.09458,2012,Andriulo et al. (2012),Buenos Aires
DiMaur-33.22-62.1,62.05,-33.22,-62.1,2014,DiMauro et al. (2016),Córdoba
DiMaur-33.22-62.1,56.88,-33.22,-62.1,2014,DiMauro et al. (2016),Córdoba
Andriu-38.01933-62.10014,67,-38.01933,-62.10014,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.10492-62.10053,67.22,-38.10492,-62.10053,2012,Andriulo et al. (2012),Buenos Aires
Sainz -32.72146-62.10299,70.9,-32.72146,-62.10299,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -32.72324-62.10316,54.48,-32.72324,-62.10316,2011,Sainz Rozas et al. (2011),Córdoba
Andriu-38.02942-62.10764,80.14,-38.02942,-62.10764,2012,Andriulo et al. (2012),Buenos Aires
Berhon-31.39384-62.10837,31.61,-31.39384,-62.10837,2008,"Berhongaray et al., (2013)",Córdoba
Berhon-31.39384-62.10837,80.1,-31.39384,-62.10837,2008,"Berhongaray et al., (2013)",Córdoba
Andriu-38.01717-62.10969,52.06,-38.01717,-62.10969,2012,Andriulo et al. (2012),Buenos Aires
Sainz -32.71706-62.11005,56.7,-32.71706,-62.11005,2011,Sainz Rozas et al. (2011),Córdoba
Andriu-38.10175-62.11228,78.13,-38.10175,-62.11228,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.10175-62.11228,78.16,-38.10175,-62.11228,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.10122-62.11244,67.19,-38.10122,-62.11244,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.10122-62.11244,94.66,-38.10122,-62.11244,2012,Andriulo et al. (2012),Buenos Aires
Sainz -34.36526-62.11488,50.39,-34.36526,-62.11488,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -34.36521-62.11501,46.69,-34.36521,-62.11501,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-38.10244-62.12011,74.4,-38.10244,-62.12011,2012,Andriulo et al. (2012),Buenos Aires
Sainz -36.426389-62.140833,39.06,-36.426389,-62.140833,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.79957-62.14808,55.08,-33.79957,-62.14808,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.79937-62.14814,64.11,-33.79937,-62.14814,2011,Sainz Rozas et al. (2011),Santa Fe
Andriu-37.98056-62.15308,47.73,-37.98056,-62.15308,2012,Andriulo et al. (2012),Buenos Aires
Andriu-38.00656-62.15983,72.07,-38.00656,-62.15983,2012,Andriulo et al. (2012),Buenos Aires
Sainz -38.69322-62.16053,56.52,-38.69322,-62.16053,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.64405-62.16276,57.71,-35.64405,-62.16276,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.95656-62.16294,89.06,-32.95656,-62.16294,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -32.95666-62.16313,52.99,-32.95666,-62.16313,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -35.64411-62.16331,52.99,-35.64411,-62.16331,2011,Sainz Rozas et al. (2011),Buenos Aires
Andriu-37.56711-62.16464,115.3,-37.56711,-62.16464,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.57144-62.16564,120.94,-37.57144,-62.16564,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.57144-62.16564,79.16,-37.57144,-62.16564,2012,Andriulo et al. (2012),Buenos Aires
Andriu-37.9885-62.16575,69.26,-37.9885,-62.16575,2012,Andriulo et al. (2012),Buenos Aires
Sainz -34.980972-62.169833,82.03,-34.980972,-62.169833,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.50499-62.18585,29.3,-36.50499,-62.18585,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -36.50514-62.18611,22.24,-36.50514,-62.18611,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.67468-62.18953,57.52,-33.67468,-62.18953,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.67494-62.18956,49.8,-33.67494,-62.18956,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -32.67194-62.19108,58.18,-32.67194,-62.19108,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -36.384444-62.1925,45.57,-36.384444,-62.1925,2010,Sainz Rozas et al. (2011),Buenos Aires
DiMaur-33.3-62.2,55.15,-33.3,-62.2,2015,DiMauro et al. (2016),Córdoba
DiMaur-33.3-62.2,54.51,-33.3,-62.2,2015,DiMauro et al. (2016),Córdoba
Sainz -33.864961-62.203086,64.04,-33.864961,-62.203086,2010,Sainz Rozas et al. (2011),Santa Fe
Sainz -38.06492-62.2098,68.71,-38.06492,-62.2098,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.06493-62.20986,49.35,-38.06493,-62.20986,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.36901-62.21317,56.09,-37.36901,-62.21317,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.36911-62.21339,43.94,-37.36911,-62.21339,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.53639-62.22015,77.75,-37.53639,-62.22015,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.53639-62.22016,81.05,-37.53639,-62.22016,2011,Sainz Rozas et al. (2011),Buenos Aires
Berhon-35.94814-62.22955,54.17,-35.94814,-62.22955,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-35.94814-62.22955,56.36,-35.94814,-62.22955,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -35.949028-62.229722,88.48,-35.949028,-62.229722,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.079167-62.251167,106.57,-38.079167,-62.251167,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.24776-62.26844,47.46,-33.24776,-62.26844,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -33.97535-62.26957,53.32,-33.97535,-62.26957,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -33.97535-62.2696,56.7,-33.97535,-62.2696,2011,Sainz Rozas et al. (2011),Santa Fe
Sainz -38.29634-62.27863,56.11,-38.29634,-62.27863,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.29636-62.27865,56.93,-38.29636,-62.27865,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.49307-62.28842,45.7,-38.49307,-62.28842,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.49307-62.28842,43.75,-38.49307,-62.28842,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.15842-62.32354,62.5,-37.15842,-62.32354,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.15843-62.32357,78.53,-37.15843,-62.32357,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -33.25604-62.32404,47.06,-33.25604,-62.32404,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -37.90162-62.34314,43.94,-37.90162,-62.34314,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -37.90162-62.34314,46.55,-37.90162,-62.34314,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.83817-62.34714,33.35,-34.83817,-62.34714,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -34.83818-62.34715,56.21,-34.83818,-62.34715,2011,Sainz Rozas et al. (2011),Buenos Aires
Berhon-33.038-62.36218,41.45,-33.038,-62.36218,2008,"Berhongaray et al., (2013)",Córdoba
Berhon-33.038-62.36218,41.48,-33.038,-62.36218,2008,"Berhongaray et al., (2013)",Córdoba
Sainz -38.10999-62.36981,40.56,-38.10999,-62.36981,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -35.437381-62.373961,85.24,-35.437381,-62.373961,2010,Sainz Rozas et al. (2011),Buenos Aires
Sainz -38.11333-62.37419,39.54,-38.11333,-62.37419,2011,Sainz Rozas et al. (2011),Buenos Aires
Sainz -32.63893-62.37542,67.82,-32.63893,-62.37542,2011,Sainz Rozas et al. (2011),Córdoba
Berhon-36.39629-62.38946,31.28,-36.39629,-62.38946,2008,"Berhongaray et al., (2013)",Buenos Aires
Berhon-36.39629-62.38946,17.32,-36.39629,-62.38946,2008,"Berhongaray et al., (2013)",Buenos Aires
Sainz -35.429-62.40548,56.33,-35.429,-62.40548,2011,Sainz Rozas et al. (2011),Buenos Aires
DiMaur-33.12-62.41,56.23,-33.12,-62.41,2014,DiMauro et al. (2016),Córdoba
Sainz -32.92951-62.42232,83.5,-32.92951,-62.42232,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -32.92844-62.42286,50.77,-32.92844,-62.42286,2011,Sainz Rozas et al. (2011),Córdoba
Sainz -34.12487-62.42293,45.21,-34.12487,-62.42293,2011,Sainz Rozas et al. (2011),Santa Fe
DiMaur-33.11-62.44,32.1,-33.11,-62.44,2014,DiMauro et al. (2016),Córdoba
